source,domain,chart,region,country,continent,date,position,title,artist,url,scraped_at,city,track_id,album,popularity,energy,danceability,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
,turntablecharts.com,TurnTable Top,,,,,31,MARIO KART Seyi,Vibez,,2025-12-08T07:53:35.451142+00:00,,,,67,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,31,Rave,Roses (Ultra) Rema,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2015-06-06,32,Blank Space,Taylor Swift,,2025-11-22T16:41:24.543250+00:00,,,1989 (Deluxe),84,0.703,0.76,0.57,95.997,-5.412,0.103,0.0,0.054,0.0913
billboard,billboard.com,hot-100,,,,2017-06-03,32,There's Nothing Holdin' Me Back,Shawn Mendes,,2025-11-22T16:45:13.029007+00:00,,,Illuminate (Deluxe),87,0.813,0.866,0.969,121.998,-4.063,0.38,0.0,0.0554,0.0779
billboard,billboard.com,hot-100,,,,2018-06-02,32,Sad!,XXXTENTACION,,2025-11-22T16:47:08.199945+00:00,,,?,80,0.613,0.74,0.473,75.023,-4.88,0.258,0.00372,0.145,0.123
billboard,billboard.com,hot-100,,,,2019-06-01,32,Sicko Mode,Travis Scott,,2025-11-22T16:49:02.534815+00:00,,,ASTROWORLD,83,0.73,0.834,0.446,155.008,-3.714,0.00513,0.0,0.222,0.124
billboard,billboard.com,hot-100,,,,2022-07-02,32,Moscow Mule,Bad Bunny,,2025-11-22T15:11:28.361775+00:00,,,Un Verano Sin Ti,84,0.674,0.804,0.292,99.968,-5.453,0.294,1.18e-06,0.0333,0.115
,turntablecharts.com,TurnTable Top,,,,,32,CELINE DION,Zinoleesky,,2025-11-10T14:31:10.192616+00:00,,,,69,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,32,Loseyi Professor Seyi,Vibez,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,32,""" Let It Go """,Idina Menzel,,2025-11-22T13:42:50.133484+00:00,,,,78,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,32,The Fate of Ophelia Taylor,Swift,,2025-12-08T07:53:35.451142+00:00,,,,100,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,32,"Sincerely, Benson",BNXN,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,33,I Won't Let Go,Rascal Flatts,,2025-11-22T16:33:59.805187+00:00,,,Nothing Like This,53,0.406,0.557,0.222,131.96,-7.083,0.742,0.0,0.0278,0.113
billboard,billboard.com,hot-100,,,,2013-06-01,33,Ho Hey,The Lumineers,,2025-11-22T16:37:35.081974+00:00,,,The Lumineers (Deluxe Edition),83,0.471,0.682,0.421,79.907,-9.182,0.765,0.0,0.0301,0.0908
billboard,billboard.com,hot-100,,,,2020-06-06,33,After A Few,Travis Denning,,2025-11-22T16:50:54.449032+00:00,,,Tailgate Country,56,0.855,0.619,0.656,107.004,-4.356,0.0155,0.0,0.0346,0.162
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,33,I Just Want To Be Your Everything,Andy Gibb,,2025-11-22T13:42:37.507466+00:00,,,,68,,,,,,,,,
billboard,billboard.com,hot-100,,,,2014-06-07,34,Love Runs Out,OneRepublic,,2025-11-22T16:39:29.267559+00:00,,,Native,70,0.931,0.715,0.742,120.025,-3.793,0.171,0.0,0.0565,0.0757
billboard,billboard.com,hot-100,,,,2020-06-06,34,Break My Heart,Dua Lipa,,2025-11-22T16:50:54.449032+00:00,,,Future Nostalgia,80,0.729,0.73,0.467,113.011,-3.434,0.167,1.39e-06,0.0884,0.349
,turntablecharts.com,TurnTable Top,,,,,34,History Dave,James Blake,,2025-11-10T14:31:10.192616+00:00,,,,74,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,34,Too Close,Next,,2025-11-22T13:42:37.507466+00:00,,,,67,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,34,""" 7 Years """,Lukas Graham,,2025-11-22T13:42:50.133484+00:00,,,,61,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,35,Who Says,Selena Gomez & The Scene,,2025-11-22T16:33:59.805187+00:00,,,When The Sun Goes Down,74,0.927,0.682,0.744,101.019,-2.915,0.0843,0.0,0.0479,0.149
billboard,billboard.com,hot-100,,,,2012-06-02,35,Set Fire To The Rain,Adele,,2025-11-22T16:35:40.323986+00:00,,,21,83,0.67,0.603,0.446,107.993,-3.882,0.00408,1.68e-06,0.0249,0.112
billboard,billboard.com,hot-100,,,,2015-06-06,35,Budapest,George Ezra,,2025-11-22T16:41:24.543250+00:00,,,Wanted on Voyage (Expanded Edition),80,0.455,0.717,0.389,127.812,-8.303,0.0846,0.0,0.0276,0.11
billboard,billboard.com,hot-100,,,,2020-06-06,35,Everything I Wanted,Billie Eilish,,2025-11-22T16:50:54.449032+00:00,,,everything i wanted,85,0.225,0.704,0.243,120.006,-14.454,0.902,0.657,0.0994,0.106
,turntablecharts.com,TurnTable Top,,,,,35,BADMAN GANGSTA Asake,Tiakola,,2025-11-10T14:31:10.192616+00:00,,,,73,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,35,GEN Z,Zinoleesky,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
official_site,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,35,Every Breath You Take,The Police,,2025-11-22T13:42:37.507466+00:00,,,Synchronicity (Remastered 2003),93,0.452,0.82,0.74,117.401,-9.796,0.543,0.00294,0.0348,0.0714
,en.wikipedia.org,List of best-selling singles,,,,,35,""" I Don't Care """,Ed Sheeran and Justin Bieber,,2025-11-22T13:42:50.133484+00:00,,,,76,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,35,DEM GO PAY Wande,Coal,,2025-12-08T07:53:35.451142+00:00,,,,56,,,,,,,,,
billboard,billboard.com,hot-100,,,,2016-06-04,36,Ride,Twenty One Pilots,,2025-11-22T16:43:18.797585+00:00,,,Blurryface,85,0.713,0.645,0.566,74.989,-5.355,0.00835,0.0,0.0393,0.113
billboard,billboard.com,hot-100,,,,2017-06-03,36,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,,2025-11-22T16:45:13.029007+00:00,,,Swalla (feat. Nicki Minaj & Ty Dolla $ign),71,0.817,0.696,0.782,98.064,-3.862,0.075,0.0,0.109,0.187
billboard,billboard.com,hot-100,,,,2020-06-06,36,Memories,Maroon 5,,2025-11-22T16:50:54.449032+00:00,,,JORDI (Deluxe),83,0.327,0.775,0.595,91.05,-7.241,0.841,0.0,0.0557,0.0821
billboard,billboard.com,hot-100,,,,2022-07-02,36,Bam Bam,Camila Cabello Featuring Ed Sheeran,,2025-11-22T15:11:28.361775+00:00,,,Bam Bam (feat. Ed Sheeran),72,0.697,0.756,0.956,94.996,-6.377,0.182,0.0,0.0401,0.333
,turntablecharts.com,TurnTable Top,,,,,36,"GROOVING ODUMODUBLVCK, Davido",Seun Kuti,,2025-11-10T14:31:10.192616+00:00,,,,66,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,36,Timeless,Davido,,2025-11-10T14:31:15.113015+00:00,,,,0,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,36,""" Shallow """,Lady Gaga and Bradley Cooper,,2025-11-22T13:42:50.133484+00:00,,,,85,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,36,Make E No Tey Mr,Eazi,,2025-12-08T07:53:35.451142+00:00,,,,46,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,36,WALK WITH ME Kweku,Smoke,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2013-06-01,37,Locked Out Of Heaven,Bruno Mars,,2025-11-22T16:37:35.081974+00:00,,,Unorthodox Jukebox,89,0.698,0.726,0.867,143.994,-4.165,0.049,0.0,0.0431,0.309
billboard,billboard.com,hot-100,,,,2017-06-03,37,Goosebumps,Travis Scott,,2025-11-22T16:45:13.029007+00:00,,,Birds In The Trap Sing McKnight,85,0.728,0.841,0.43,130.049,-3.37,0.0847,0.0,0.0484,0.149
billboard,billboard.com,hot-100,,,,2022-01-01,37,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,,2025-11-22T15:10:20.303946+00:00,,,Best Christmas Playlist Ever 2022,19,0.386,0.497,0.695,81.774,-14.177,0.784,0.927,0.038,0.167
billboard,billboard.com,hot-100,,,,2024-01-06,37,Mistletoe,Justin Bieber,,2025-11-22T14:54:46.536981+00:00,,,Holidays Are Coming,91,0.668,0.623,0.823,161.948,-7.282,0.475,0.0,0.0531,0.0862
,turntablecharts.com,TurnTable Top,,,,,37,Bounce Bella Shmurda,Seyi Vibez,,2025-11-10T14:31:10.192616+00:00,,,,62,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,37,HEIS,Rema,,2025-11-10T14:31:15.113015+00:00,,,,54,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,37,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,2025-11-22T13:42:37.507466+00:00,,,,81,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,37,Olayemi,Fido,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,38,Baby,Justin Bieber Featuring Ludacris,,2025-11-22T16:32:19.189507+00:00,,,My World 2.0,85,0.859,0.728,0.535,65.043,-5.237,0.0401,0.0,0.137,0.111
billboard,billboard.com,hot-100,,,,2016-06-04,38,Middle,DJ Snake Featuring Bipolar Sunshine,,2025-11-22T16:43:18.797585+00:00,,,Mientras hago aromaterapia,79,0.73,0.585,0.222,104.824,-4.038,0.0171,0.0,0.0406,0.0488
billboard,billboard.com,hot-100,,,,2017-06-03,38,Now Or Never,Halsey,,2025-11-22T16:45:13.029007+00:00,,,hopeless fountain kingdom (Deluxe),73,0.585,0.67,0.447,110.03,-4.861,0.107,1.11e-06,0.0354,0.131
billboard,billboard.com,hot-100,,,,2019-06-01,38,Truth Hurts,Lizzo,,2025-11-22T16:49:02.534815+00:00,,,Give You Love - Cozy Hits,70,0.622,0.715,0.407,158.088,-3.046,0.11,0.0,0.111,0.123
billboard,billboard.com,hot-100,,,,2021-01-02,38,Willow,Taylor Swift,,2025-11-22T15:12:36.405866+00:00,,,Autumn Vibes 2022,74,0.579,0.392,0.549,80.961,-9.195,0.835,0.00179,0.164,0.145
,turntablecharts.com,TurnTable Top,,,,,38,Sawa Lojay,Victony,,2025-11-10T14:31:10.192616+00:00,,,,47,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,38,Twice As Tall,Burna Boy,,2025-11-10T14:31:15.113015+00:00,,,,38,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,38,Flashdance...What A Feeling,Irene Cara,,2025-11-22T13:42:37.507466+00:00,,,,75,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,38,""" Grenade """,Bruno Mars,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
billboard,billboard.com,hot-100,,,,2022-01-01,39,Ghost,Justin Bieber,,2025-11-22T15:10:20.303946+00:00,,,Justice,85,0.741,0.601,0.441,153.96,-5.569,0.185,2.91e-05,0.0478,0.415
billboard,billboard.com,hot-100,,,,2023-01-07,39,Under The Influence,Chris Brown,,2025-11-22T15:08:01.843069+00:00,,,Indigo (Extended),85,0.69,0.733,0.31,116.992,-5.529,0.0635,1.18e-06,0.0427,0.105
,turntablecharts.com,TurnTable Top,,,,,39,"ABANGANI DJ Maphorisa, DJ Tunez",Wizkid,,2025-11-10T14:31:10.192616+00:00,,,,64,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,39,Billion Dollar Baby 2.0 Seyi,Vibez,,2025-11-10T14:31:15.113015+00:00,,,,40,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,39,""" I Took a Pill in Ibiza """,Mike Posner,,2025-11-22T13:42:50.133484+00:00,,,,81,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,40,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,,2025-11-22T16:33:59.805187+00:00,,,I Need A Doctor,70,0.946,0.594,0.397,155.826,-4.521,0.0869,0.0,0.452,0.306
billboard,billboard.com,hot-100,,,,2012-06-02,40,Good Feeling,Flo Rida,,2025-11-22T16:35:40.323986+00:00,,,Running Songs,80,0.89,0.706,0.685,128.012,-4.447,0.0588,0.00288,0.0687,0.305
billboard,billboard.com,hot-100,,,,2014-06-07,40,Wake Me Up!,Avicii,,2025-11-22T16:39:29.267559+00:00,,,True,86,0.783,0.532,0.643,124.08,-5.697,0.0038,0.0012,0.0523,0.161
billboard,billboard.com,hot-100,,,,2015-06-06,40,One Last Time,Ariana Grande,,2025-11-22T16:41:24.543250+00:00,,,My Everything (Deluxe),58,0.593,0.628,0.104,125.026,-5.036,0.093,1.65e-06,0.0323,0.096
billboard,billboard.com,hot-100,,,,2022-07-02,40,Provenza,Karol G,,2025-11-22T15:11:28.361775+00:00,,,Verano en Junio,82,0.516,0.87,0.53,111.005,-8.006,0.656,0.00823,0.0541,0.11
,turntablecharts.com,TurnTable Top,,,,,40,Appraisal Bella,Shmurda,,2025-11-10T14:31:10.192616+00:00,,,,66,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,40,Choir Refix Urban,Chords,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,40,Tossin' And Turnin',Bobby Lewis,,2025-11-22T13:42:37.507466+00:00,,,,35,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,40,""" Hips Don't Lie """,Shakira featuring Wyclef Jean,,2025-11-22T13:42:50.133484+00:00,,,"Oral Fixation, Vol. 2 (Expanded Edition)",87,0.824,0.778,0.758,100.024,-5.892,0.284,0.0,0.0707,0.405
,turntablecharts.com,TurnTable Top 100 Album,,,,,40,"Love, Damini",Burna Boy,,2025-12-08T07:53:46.147589+00:00,,,,34,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,41,Judas,Lady Gaga,,2025-11-22T16:33:59.805187+00:00,,,Pop & Halloween,83,0.937,0.661,0.535,130.999,-3.83,0.000967,1.58e-05,0.0744,0.355
billboard,billboard.com,hot-100,,,,2016-06-04,41,Stitches,Shawn Mendes,,2025-11-22T16:43:18.797585+00:00,,,Handwritten,86,0.754,0.746,0.746,149.882,-6.684,0.0152,0.0,0.0676,0.0486
billboard,billboard.com,hot-100,,,,2017-06-03,41,Scars To Your Beautiful,Alessia Cara,,2025-11-22T16:45:13.029007+00:00,,,Know-It-All (Deluxe),79,0.739,0.319,0.449,194.169,-5.74,0.0285,0.0,0.272,0.111
billboard,billboard.com,hot-100,,,,2021-01-02,41,Kings & Queens,Ava Max,,2025-11-22T15:12:36.405866+00:00,,,Heaven & Hell,82,0.69,0.637,0.457,129.857,-4.057,0.00786,0.0,0.0405,0.124
,turntablecharts.com,TurnTable Top,,,,,41,Skido Victony,Olamide,,2025-11-10T14:31:10.192616+00:00,,,,58,,,,,,,,,
official_site,en.wikipedia.org,List of best-selling singles,,,,,41,""" Just Dance """,Lady Gaga featuring Colby O'Donis,,2025-11-22T13:42:50.133484+00:00,,,Halloween Party Canzoni per Bambini 2022,84,0.74,0.813,0.699,118.976,-4.668,0.0318,1.43e-05,0.0327,0.166
,turntablecharts.com,TurnTable Top,,,,,41,TENSION Ayo,Maff,,2025-12-08T07:53:35.451142+00:00,,,,67,,,,,,,,,
billboard,billboard.com,hot-100,,,,2012-06-02,42,Everybody Talks,Neon Trees,,2025-11-22T16:35:40.323986+00:00,,,Picture Show,79,0.924,0.471,0.725,154.961,-3.906,0.00301,0.0,0.0586,0.313
billboard,billboard.com,hot-100,,,,2016-06-04,42,One Call Away,Charlie Puth,,2025-11-22T16:43:18.797585+00:00,,,Music for Rainy Days,77,0.613,0.667,0.472,91.024,-5.353,0.4,0.0,0.0345,0.115
billboard,billboard.com,hot-100,,,,2017-06-03,42,Paris,The Chainsmokers,,2025-11-22T16:45:13.029007+00:00,,,Memories...Do Not Open,80,0.658,0.653,0.219,99.99,-6.428,0.0215,1.66e-06,0.0304,0.0939
billboard,billboard.com,hot-100,,,,2019-06-01,42,Beautiful Crazy,Luke Combs,,2025-11-22T16:49:02.534815+00:00,,,This One's for You Too (Deluxe Edition),79,0.402,0.551,0.382,103.313,-7.431,0.676,0.0,0.0262,0.0928
billboard,billboard.com,hot-100,,,,2021-01-02,42,Therefore I Am,Billie Eilish,,2025-11-22T15:12:36.405866+00:00,,,pov: it's 2021,73,0.34,0.889,0.716,94.009,-7.773,0.218,0.13,0.0697,0.055
billboard,billboard.com,hot-100,,,,2023-01-07,42,Something In The Orange,Zach Bryan,,2025-11-22T15:08:01.843069+00:00,,,New Country,86,0.192,0.369,0.148,175.212,-12.151,0.555,8.35e-06,0.04,0.0954
,turntablecharts.com,TurnTable Top,,,,,42,Laho II Shallipopi,Burna Boy,,2025-11-10T14:31:10.192616+00:00,,,,71,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,42,"KPop Demon Hunters (Soundtrack From The Netflix Film) Kpop Demon Hunters Cast, HUNTRX",Saja B...,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,42,The Battle Of New Orleans,Johnny Horton,,2025-11-22T13:42:37.507466+00:00,,,,52,,,,,,,,,
,en.wikipedia.org,List of best-selling singles,,,,,42,""" Royals """,Lorde,,2025-11-22T13:42:50.133484+00:00,,,,80,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,42,CHANEL,Tyla,,2025-12-08T07:53:35.451142+00:00,,,,90,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,42,FEAR,EP NF,,2025-12-08T07:53:46.147589+00:00,,,,0,,,,,,,,,
billboard,billboard.com,hot-100,,,,2020-06-06,43,Hot Girl Bummer,Blackbear,,2025-11-22T16:50:54.449032+00:00,,,everything means nothing,75,0.559,0.782,0.685,129.992,-7.106,0.125,0.0,0.0767,0.385
billboard,billboard.com,hot-100,,,,2022-07-02,43,Take My Name,Parmalee,,2025-11-22T15:11:28.361775+00:00,,,For You,62,0.66,0.559,0.574,163.957,-4.143,0.222,0.0,0.0512,0.193
billboard,billboard.com,hot-100,,,,2023-07-01,43,Tennessee Orange,Megan Moroney,,2025-11-22T15:09:11.302782+00:00,,,Tennessee Orange,77,0.488,0.38,0.268,156.031,-6.637,0.126,7.23e-06,0.029,0.115
,turntablecharts.com,TurnTable Top,,,,,43,Ring Joeboy,Shoday,,2025-11-10T14:31:10.192616+00:00,,,,56,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,43,Jiggy forever Young,Jonn,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,43,One Sweet Day,Mariah Carey & Boyz II Men,,2025-11-22T13:42:37.507466+00:00,,,,70,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,43,Ask Of Me,Phyno,,2025-12-08T07:53:35.451142+00:00,,,,62,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,43,then 1t g0t crazy,Zaylevelten,,2025-12-08T07:53:46.147589+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,44,All The Right Moves,OneRepublic,,2025-11-22T16:32:19.189507+00:00,,,Waking Up,70,0.948,0.529,0.65,146.024,-3.527,0.258,9.35e-06,0.0474,0.283
billboard,billboard.com,hot-100,,,,2011-06-04,44,Country Girl (Shake It For Me),Luke Bryan,,2025-11-22T16:33:59.805187+00:00,,,Tailgate Country,76,0.904,0.644,0.672,105.969,-4.532,0.0295,0.0,0.0464,0.0834
billboard,billboard.com,hot-100,,,,2013-06-01,44,Alive,Krewella,,2025-11-22T16:37:35.081974+00:00,,,Get Wet,53,0.828,0.671,0.57,127.976,-2.907,0.00304,0.00287,0.053,0.352
billboard,billboard.com,hot-100,,,,2018-06-02,44,Tequila,Dan + Shay,,2025-11-22T16:47:08.199945+00:00,,,Dan + Shay,36,0.581,0.489,0.494,86.016,-5.731,0.0312,0.0,0.0281,0.132
billboard,billboard.com,hot-100,,,,2021-01-02,44,Dynamite,BTS,,2025-11-22T15:12:36.405866+00:00,,,BE,80,0.765,0.746,0.737,114.044,-4.41,0.0112,0.0,0.0993,0.0936
,turntablecharts.com,TurnTable Top,,,,,44,Dem Dey,Burna Boy,,2025-11-10T14:31:10.192616+00:00,,,,55,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,44,One Of Wun,Gunna,,2025-11-10T14:31:15.113015+00:00,,,,82,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,44,Truly Madly Deeply,Savage Garden,,2025-11-22T13:42:37.507466+00:00,,,,74,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,44,FUJI HOUSE Seyi,Vibez,,2025-12-08T07:53:35.451142+00:00,,,,66,,,,,,,,,
billboard,billboard.com,hot-100,,,,2011-06-04,45,Tonight Tonight,Hot Chelle Rae,,2025-11-22T16:33:59.805187+00:00,,,Whatever,68,0.783,0.686,0.814,99.978,-4.977,0.0764,0.0,0.119,0.163
billboard,billboard.com,hot-100,,,,2017-06-03,45,Attention,Charlie Puth,,2025-11-22T16:45:13.029007+00:00,,,Voicenotes,88,0.613,0.775,0.797,100.066,-4.586,0.109,2.33e-05,0.0542,0.134
billboard,billboard.com,hot-100,,,,2020-06-06,45,Watermelon Sugar,Harry Styles,,2025-11-22T16:50:54.449032+00:00,,,Fine Line,84,0.816,0.548,0.557,95.39,-4.209,0.122,0.0,0.0465,0.335
billboard,billboard.com,hot-100,,,,2022-01-01,45,Fancy Like,Walker Hayes,,2025-11-22T15:10:20.303946+00:00,,,Country Stuff The Album,70,0.765,0.647,0.855,79.994,-6.459,0.111,0.0,0.06,0.315
billboard,billboard.com,hot-100,,,,2022-07-02,45,Efecto,Bad Bunny,,2025-11-22T15:11:28.361775+00:00,,,Un Verano Sin Ti,82,0.475,0.801,0.234,98.047,-8.797,0.141,1.73e-05,0.0516,0.0639
,turntablecharts.com,TurnTable Top,,,,,45,healer,FOLA,,2025-11-10T14:31:10.192616+00:00,,,,70,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,45,Sweet Songs 4 You Lasmid,Tml Vibez,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,45,Silly Love Songs,Wings,,2025-11-22T13:42:37.507466+00:00,,,,64,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,45,Big 7,Burna Boy,,2025-12-08T07:53:35.451142+00:00,,,,54,,,,,,,,,
billboard,billboard.com,hot-100,,,,2010-06-05,46,This Afternoon,Nickelback,,2025-11-22T16:32:19.189507+00:00,,,Dark Horse,62,0.875,0.507,0.647,160.079,-7.697,0.00257,0.0,0.0389,0.346
billboard,billboard.com,hot-100,,,,2017-06-03,46,I Feel It Coming,The Weeknd Featuring Daft Punk,,2025-11-22T16:45:13.029007+00:00,,,Sunny Mornings,78,0.82,0.773,0.555,92.996,-5.897,0.394,0.0,0.115,0.0739
billboard,billboard.com,hot-100,,,,2018-06-02,46,Back To You,Selena Gomez,,2025-11-22T16:47:08.199945+00:00,,,13 Reasons Why (Season 2),70,0.683,0.6,0.494,102.036,-6.271,0.0984,1.26e-06,0.0493,0.11
billboard,billboard.com,hot-100,,,,2023-01-07,46,You Proof,Morgan Wallen,,2025-11-22T15:08:01.843069+00:00,,,You Proof,76,0.85,0.731,0.644,119.706,-4.913,0.252,0.0,0.0336,0.605
,turntablecharts.com,TurnTable Top,,,,,46,who does that? FOLA,Bella Shmurda,,2025-11-10T14:31:10.192616+00:00,,,,69,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,46,MAFFIAN Ayo,Maff,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,46,Let's Get It On,Marvin Gaye,,2025-11-22T13:42:37.507466+00:00,,,,70,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,46,Agba Baller joki,1da Banton,,2025-12-08T07:53:35.451142+00:00,,,,43,,,,,,,,,
billboard,billboard.com,hot-100,,,,2018-06-02,47,Dura,Daddy Yankee,,2025-11-22T16:47:08.199945+00:00,,,El perreo es el futuro,71,0.84,0.783,0.838,95.002,-3.416,0.174,0.0,0.051,0.412
billboard,billboard.com,hot-100,,,,2019-06-01,47,"Hey Look Ma, I Made It",Panic! At The Disco,,2025-11-22T16:49:02.534815+00:00,,,Alternative Rock Mixtape,66,0.834,0.577,0.575,107.936,-3.337,0.0134,0.0,0.0689,0.121
,turntablecharts.com,TurnTable Top,,,,,47,PAWON 1da,Banton,,2025-11-10T14:31:10.192616+00:00,,,,48,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,47,I Told Them,Burna Boy,,2025-11-10T14:31:15.113015+00:00,,,,44,,,,,,,,,
,billboard.com,Greatest of All Time Hot 100 Singles,US,,,,47,Night Fever,Bee Gees,,2025-11-22T13:42:37.507466+00:00,,,,76,,,,,,,,,
,turntablecharts.com,TurnTable Top,,,,,47,FUJI PARTY Seyi Vibez,Olamide,,2025-12-08T07:53:35.451142+00:00,,,,67,,,,,,,,,
billboard,billboard.com,hot-100,,,,2014-06-07,48,Chandelier,Sia,,2025-11-22T16:39:29.267559+00:00,,,1000 Forms Of Fear,83,0.787,0.399,0.572,117.089,-2.88,0.0197,6.07e-05,0.0499,0.0685
billboard,billboard.com,hot-100,,,,2015-06-06,48,Take Me To Church,Hozier,,2025-11-22T16:41:24.543250+00:00,,,Hozier,84,0.664,0.566,0.437,128.945,-5.303,0.634,0.0,0.0464,0.116
billboard,billboard.com,hot-100,,,,2016-06-04,48,Roses,The Chainsmokers Featuring ROZES,,2025-11-22T16:43:18.797585+00:00,,,Roses,81,0.802,0.713,0.343,100.001,-7.055,0.0435,0.00377,0.0561,0.309
billboard,billboard.com,hot-100,,,,2019-06-01,48,Here With Me,Marshmello Featuring Chvrches,,2025-11-22T16:49:02.534815+00:00,,,Here With Me,74,0.565,0.791,0.181,99.961,-3.933,0.0623,0.0,0.0439,0.156
billboard,billboard.com,hot-100,,,,2021-01-02,48,Take Me Home For Christmas,Dan + Shay,,2025-11-22T15:12:36.405866+00:00,,,Country Christmas Time,70,0.769,0.694,0.663,93.033,-4.665,0.163,0.0,0.0325,0.0976
,turntablecharts.com,TurnTable Top,,,,,48,"Billionaires Club Olamide, Wizkid",Darkoo,,2025-11-10T14:31:10.192616+00:00,,,,67,,,,,,,,,
,turntablecharts.com,TurnTable Top 100 Album,,,,,48,Barrystar Vol. 1 Barry,Jhay,,2025-11-10T14:31:15.113015+00:00,,,,,,,,,,,,,
billboard,billboard.com,hot-100,,,,2013-06-01,49,Gentleman,PSY,,2025-11-22T16:37:35.081974+00:00,,,VIP DJ,64,0.723,0.878,0.619,126.01,-3.334,0.00227,0.0,0.102,0.0516
billboard,billboard.com,hot-100,,,,2014-06-07,49,Story Of My Life,One Direction,,2025-11-22T16:39:29.267559+00:00,,,Midnight Memories (Deluxe),85,0.663,0.6,0.286,121.07,-5.802,0.225,0.0,0.0477,0.119
