title,tag,artist,views,lyrics,happiness_from_lyrics,source,domain,chart,region,date,position,url,scraped_at,track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,v_audio_raw,a_audio_raw,v_audio_norm,a_audio_norm,lyrics_language,h_lyrics_raw,h_lyrics_01,h_lyrics_norm,h_track,catharsis_score
Depression Compression,rb,Kidd Carlos,41.0,"(Hook)
I am so depressed right now
Feel like i'ma drown in water
I can't feel right now
I need some help, I need some help right now
I need some help right now
I need some help right now

(Verse)
I can't take this no more
I can't take this no more
I feel like I'ma fall, right on the floor
Suicide by my bed
In my brain, I feel like I'm dead
Fanta, Orange soda
I put lean in my soda
I put lean in Sprite
Oh my God That's bright
Maybe she is a dyke
I'ma fly like a kite
On Cloud 9 I'm high
On Cloud 9 I'm high
(Hook)
I am so depressed right now
Feel like i'ma drown in water
I can't feel right now
I need some help, I need some help right now
I need some help right now
I need some help right now",0.13511436199769378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insomniaque,rap,Kacem Wapalek,3330.0,"[Couplet]
J'm'en fous, j'fume, je fuis l'ennui et les gendarmes
J'emmerde la norme, je vis la nuit, quand les gens dorment
Aujourd'hui, nous sommes ce genre d'hommes légendaires
Qui, chaque nuit, s'assomment à grands coups de joints d'herbe
On s'ennuie, on s'emmerde, on s'détruit
On s'sent mal : en somme, on n'a pas appris à s'aimer assez
Maintenant, c'est mort, on sait mec, on s'en moque
Ici, seuls les sous manquent, et puis nique sa mère !
Tant qu'on se marre, qu'on s'amuse aux pieds de ces murs
On sait, mec, on n'est pas assez murs
Insomniaques, on fait tout ça parce qu'on s'emmerde
Insomniaques, car c'est ainsi que nous sommes nés...
Ouais, c'est ici que nous sommes nous...
Et dire qu'un flic, en cinq minutes, peut t'accrocher ses menottes
Ça m'énerve de voir tous ces crimes commis : ça sert à rien
À moins d'avoir envie d'finir sa nuit au commissariat
Justement, commence à s'faire tard
J'ai vu des potes s'faire saute et d'autres par terre, des putes s'faire serr'
Des flics partout, et plein d'plaintes pour t'faire taire :
Ils ont même des avions charter pour désinfecter l'secteur
Et, même ici, s'il faut qu't'aies plus d'factures : y'a plus de facteur
Les inspecteurs sont spectateurs
Et, si tu crois qu'on les respecte, t'as tord
Celui qui t'a dit ça s'paye ta tête, espèce d'tapette
J'suis pas d'ta tess', moi, j'te pète ta tête, tapette
Ici, la police est ton adversaire, fais gaffe à pas t'faire serr'
Pour deux fois rien, tu peux t'faire saute
On fourguait des plaques et des blocs
À l'époque, c'était du black, et les potes sortaient des blagues à la BAC
Notre son t'embarque, il tabasse et tourne en boucle, comme la BAC
""Oh handek ! Des decks débarquent là-bas !
Planque la beuh, esquive la BAC ou braque la banque !""
C'est c'que la rue nous dit, j'vais pas t'l'apprendre
La mauvaise pente : tes potes la prennent, tu traînes
L'alcool et le shit te freinent et, un beau jour, les flics te prennent
La ferme ! Il est temps qu't'apprennes
Que tu t'imprègnes du fait que les rues craignent en fait
Paraîtrait qu'traîner trop t'rend trash, mec
Rentre, être entre traîtres t'rend trop triste...


Paroles rédigées et expliquées par la communauté RapGenius France",0.3320085871964693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chess Boxin,rock,Deez Nuts,518.0,"Take a look around few left who still are what they claim to be
Shit, we’re the last of a dying breed
Love it or hate it, what you see is what you get over here
That's the truth and that's all you’ll get from me
Real recognise real you lookin' real unfamiliar
But I recognise exactly what I'm fuckin’ looking at
Every mornin’ when I see that man in the mirror
Don't you see this shit's chess, not checkers? Y'all just pawns to the kings
You can count the ones you trust without using both hands
'Cause you took the short cut, not the high road fam
You should've fucked with the gods, but got in bed with the devil
You made your bed and in the end you’ll get fucked in it
Real recognise real you lookin' real unfamiliar
But I recognise exactly what I'm fuckin’ looking at
Every mornin’ when I see that man in the mirror
Don't you see this shit's chess, not checkers? Y'all just pawns to the kings",0.4955398365855217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suburban Train,pop,Tisto,136.0,[Instrumental],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEMORIES,rb,Lil Greenie,20.0,"[PRE-Chorus:]
Shit don't matter we just walking through a memory
Do-do-doo-do-do-do
Maybe I'm nauseous, maybe i caused this
It's hard for me
Do-do-doo
Walking through a straight line

[Chorus:]
Shit don't matter we just walking through a memory
Do-do-doo-do-do-do
Maybe I'm nauseous, maybe i caused this
It's hard for me
Do-do-doo
Walking through a straight line
Shit don't matter we just walking through a memory
Do-do-doo-do-do-do
Maybe I'm nauseous, maybe i caused this
It's hard for me
Do-do-doo
Walking through a straight line
[Verse:]
Girl you run through my head everyday
Every minute with you, I appreciate
Beautiful smile, beautiful face
Imma love you, till i end up in a grave
How much i love you, I can't explain
And i know you can relate
Glowing brown eyes, yeah i can't complain
You know i can't complain

[Chorus:]
Shit don't matter we just walking through a memory
Do-do-doo-do-do-do
Maybe I'm nauseous, maybe i caused this
It's hard for me
Do-do-doo
Walking through a straight line
Shit don't matter we just walking through a memory
Do-do-doo-do-do-do
Maybe I'm nauseous, maybe i caused this
It's hard for me
Do-do-doo
Walking through a straight line

[Outro:]
Shit don't matter we just walking through a memory
Do-do-doo-do-do-do
Maybe I'm nauseous, maybe i caused this
It's hard for me
Do-do-doo
Walking through a straight line",0.24084639735519886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer,pop,Jonathan Thulin,107.0,"You will be extraordinary
The tree our roots have grown
You will sow what we have planted
And know what we have known

You will run the fields and gather
The hearts that need a home
Once a child, your heart will deepen
And be the nation's home

And you'll never know
The things we've done here
And you'll never see
How our hearts were so near
But I will be strong
And stand for what is true
And I'll pioneer the way for you

You will start a revolution
And change generations
Your call will echo through the valleys
And reach the mountains
And you'll never know
The things we've done here
And you'll never see
How our hearts were so near
But I will be strong
And stand for what is true
And I'll pioneer the way for you

The heart has one condition
To fly without remission
You'll know if you'll just listen
As its beats, cos it beats for one thing

Love, love, love
Love, love, love
For one thing, love yeah
For love, for love, for love

You'll never know
The things we've done here
And you'll never see
How our hearts were so near
But I will be strong
And stand for you
Child of the future
Crop of the soiled earth
Live by the fruits
You are destined to produce
And I'll pioneer the way
I'll pioneer the way
I'll pioneer the way
Pioneer the way

You will be extraordinary
The tree our roots have grown",0.8881099770078436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe,rap,Desire (Rapper),53.0,[Instrumental],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overture,pop,Various Artists,47.0,[Instrumental],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don’t even mind,pop,Etham,118.0,"[Snippet]

I'm good with forever 'cause I don't even mind
We can sit and drink all night
Reminiscing about the good times
We could go to [?] your mind
'Cause I don't even mind
Baby, we don't need to pretend
If you won't wanna be friends
We could still hang on the weekends
'Cause I don't even mind, even mind
Even mind, even mind, even mind

You always listen to my songs
It means so much, you sign along",0.8686899966560304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock Photography,rock,The Small Calamities,16.0,"[Verse 1]
Picture frames with plastic smiles, picket fences, porcelain tiles
The people who we want to be
The people who came in it at the store

[Verse 2]
But I could never be that man
I don’t know anyone who can
And you can say it’s fine but darling I know that you always wanted more

[Chorus 1]
Arrow point to metal edges
Replace ourselves with perfect moments
Torn off tops of moving boxes
I would go back if you asked me

[Verse 3]
I hear you laughing on the wire
I see your skin so pixelated
The world is ending anyway, so go on, leave me casually destroyed
[Verse 4]
But I am not the man I was
For example, now I have a beard
Now you are an unread text, and I am still your torn up little toy

[Chorus 2]
Cliched thoughts & empty phrases
Forged emotions, borrowed phases
Replace our past with empty pages
I would forget if you let me

[Bridge]
If you let me
Your red dress blends  into the brick wall behind you
I tried amends but all it did was remind me of plasticine walls crumbling down around our orbit
Floodgates and a summer that I’m never gonna shake
All those days in a century before
With flowers in your hair and the silence when it gets to me
Is everything you meant to me
Been trying to repent for all the stupid things I said and all those things I never sent
If you let me

[Verse 5]
Picture frames with checkered shirts, perfect teeth and zero hurt
The people who we never were, the people who came in it at the store",0.5401415615342557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survivors,rock,Scene of Action,11.0,"Finally on my way home
Finally gonna find you
Fear nothing but the memory gone
Away

Gone away
I know you aren't afraid
But what if I am
What then
After all the revolutions I stand alone

But I will find in time
The way back to you

We'll break this whole world down
We'll stake and stand our ground
We are survivors
We are survivors

And I know I
I will find
The way back to you
We'll break this whole world down
We'll stake and stand our ground
We are survivors
Standing in the sun
We are survivors
Standing when they fall

Don't think that they've got the best of us
We have just begun
You were my only truth
One I could never lose

We'll break this whole world down
We'll make them stake their ground
We are survivors
We are survivors
We are survivors
Standing in the sun
We are survivors
Standing when they fall",0.7664845902472734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ko sam ja? Šta sam ja?,rap,Lil Sha x Bane,36.0,"Lil Sha, ay

Lil Sha na beatu sad starta
Flow mi je stravičan, vatra
Previše vrela je matra
Za beatove uvijek sam bio ja tata (ay)

Uvijek kada snimam neko se žali
Jer svaki mikrofon ja rimom zapalim
Da snimate samnom sve bi vi dali
Al ne može jer za mene još ste svi mali (yeah)

Uvijek se pitam zašto ste toliko loši, (ay)
I nije mi jasno zašto toga niste svjesni (yeah)
Kada me čujete zašto svaki od vas pobjesni a
Možda je zato što vrijeđam vas u svakoj pjesmi
I uvijek na tronu ja brate sjedim

Boli me kurac za trepere repere boli me kurac za sve, (yeah)
Trap mi je život i zbog njega uvijek cash-a pun mi je džep
Reperi plačite plačite od zavisti sada svi skačite
Jer igru sam prekuco zakuco svakome reperu tabut sam skontaj da zakon sam
Ko sam ja šta sam boli te kurac
Naviko uvijek sam sam da guram
A prodane pičke neka se sagnu
Lagano kidam dok gledam vas na dnu

Pokušali bi da igrate igru
Al džaba vam sve kad niste u tripu
To da ste dobri priče te stipu
Nikada nećete ući u igru

Lagano uletim shabi na beat
Slučajno brate mi snimili feat
Za ostale brate, ja sam defeat
A to da sam najjači nemam šta krit'

Koliko propasti brate, ja vidim na ovoj jebenoj sceni
Pričaš da si najbolji, ajde molim te, brate ne seri

Trap kidam ko Sha, udišem te kao zrak
Svi znaju da sam ja mrak, zašto te je brate strah
Znam brate, malo te prpa,  moja armija sada te trpa
Iza mene hejtera je hrpa derem ih ko da su jebena krpa

Flow mjenjam kao čarape, gdje ćeš sada brate mene
Krenut ću s armijom na tebe, pa lagano ću da te satarem
Ima brate da se raspadneš, kad reakciju snimim ja na tebe
Imam jako loše namjere a to da si dobar, loše su zavjere...
Ko sam ja šta sam boli te kurac
Naviko uvijek sam sam da guram
A prodane pičke neka se sagnu
Lagano kidam dok gledam vas na dnu

Pokušali bi da igrate igru
Al džaba vam sve kad niste u tripu
To da ste dobri priče te stipu
Nikada nećete ući u igru

SHABOKINGBEATZ",0.44946437887847424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Forever,rock,Someone Still Loves You Boris Yeltsin,147.0,"Stevie
Guess what I've really been thinking
Do you wanna do the twist with me now Stevie
Oo-wee-oo

Last night
We were back in the high life
Sitting on your bed
Do you, do you wanna dance?

[Chorus]
She said, she said
It's now or Trevor
She said, she said
It's now or Trevor
She said, she said
It's now or Trevor
She said, she said
It's now or Trevor

Stevie
Tell me what you think about history
Do you wanna bring down fascists with me, Stevie
Oo-wee-oo
Oo-wee-oo
How come you need a higher love?
You're the finest thing
Do you, do you wanna dance?

[Chorus]
She said, she said
It's now or Trevor
She said, she said
It's now or Trevor
She said, she said
It's now or Trevor
She said, she said
It's now or Trevor

Oh my God!
Jesus Christ!
Didn't Trevor betray you three times?
Didn't Trevor betray you three times?",0.4191097244620323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTTA SPACE,rap,Cahleh,41.0,"[Intro]
Yeah, yeah

[Chorus]
Baby hold my hand, let's take a trip (Let's go)
Ooh, let's go (What), to a different place
Couldn't tell? (What, what) What's my name? (What's my name?)
I be outer space (I be outer), I be outer space (I be outer)
I be outer space (I be outer), I be outer space
Ooh, let's go (Let's go), to a different place
Couldn't tell? (What, what) What's my name? (What's my name?)
I be outer space, I be outer space, huh

[Verse]
Neck be shinin', but I don't rock no diamonds
Say you with the gang, boy I know you lyin'
You was never with it, you was never with it
I lived in the trenches, never seen you in the trenches
I ain't with it, but I'm always ready (Okay)
Please don't test me, nigga please don't test me
You don't know me, boy you ain't my homie
You ain't no day one (Oh what?), you a dummy bum
I like fashion (Fashion), I like making songs
I like fashion (Fashion), I like making songs
One day I will feed my whole family
One day I will feed all my homies
Free all my homies, homies
[Chorus]
Baby hold my hand, let's take a trip (Let's go)
Ooh, let's go (What), to a different place
Couldn't tell? (What, what) What's my name? (What's my name?)
I be outer space (I be outer), I be outer space (I be outer)
I be outer space (I be outer), I be outer space
Ooh, let's go (Let's go), to a different place
Couldn't tell? (What, what) What's my name? (What's my name?)
I be outer space, I be outer space, huh",0.4721179334446788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Shade County Day,rock,The Rustix,3.0,"[Intro]
Mmm, hmm
Okay, here we go
Maple Shade County Day, take 46
One and a two and a three and a four and a
(Doo-doo do doo)

*Guitar interrupted by buzzer*
That's a bummer on the bass, Ronnie

Maple Shade County Day, take 47 (Tape's rollin')
One and a two and a three and a four and a

[Verse 1]
I can recall
Catfish playin' in a bubblin' stream
Two kids fishin' off a log in the new day's sun

[Verse 2]
The stream was deep, the dog was asleep
The birds were singing to the fallen leaves
The cat would play in her special way
On a Maple Shade County day
[Verse 3]
Grandpa's stories didn't seem so tall
When he told us 'bout the biggest fish of all
Hе caught one day, but it got away
On a Maple Shade County day

[Bridge]
Oh, thе sweet smell
Of pine trees towerin' way above our heads
In the shade of a scented tree
We'd rest upon a pinehill bed [?]

[Verse 4]
Listen to the blue skies callin'
Bamboo poles glistenin' in the sun
Big ole' catfish being pulled in one by one

[Outro]
Doo, doo-do-do-do-do, do doo doo
Do-do-do-do-do-do doo do doo doo
Doo do do, doo do do
Do-do-do-do-do-do doo do doo doo
De dee, de dee, de dee
Doo-de-do-do-do-do de dee
Do doo do do do do de doo
Dobedoo be doo doo do doo
Oh, wow (Hahahaha)
That was beautiful",0.6327500720508397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretty Boy Floyd,pop,Bob Dylan,2000.0,"If you'll gather 'round me, people
A story, I will tell
About Pretty Boy Floyd, an outlaw
Oklahoma knew him well

It was in the town of Shawnee
On a Saturday afternoon
His wife beside him in a wagon
As into town they rode

There a deputy sheriff approached him
In a manner rather rude
Using vulgar words of language
An' his wife, she overheard

Pretty Boy grabbed a log chain
And the deputy grabbed his gun
And in the fight that followed
He laid that deputy down

Now, he took to the hills and timber
To live the life of shame
Every crime in Oklahoma
Was added to his name
He took to the trees and timber
On the Canadian river shore
And Pretty Boy found a welcome
At every farmer's door

Others tell you of a stranger
That come to beg a meal
And underneath the napkin
Left a thousand-dollar bill

'Twas in Oklahoma City
It was on a Christmas Day
There come a whole car load of groceries
And a letter that did say:

You say that I'm an outlaw
You say that I'm a thief
Well, here's a Christmas dinner
For the families on relief

Well, it's through this world I've rambled
I've seen lots of funny men
Some will rob you with a six-gun
And some with a fountain pen

Well, it's through this world you ramble
It's through this world you roam
You won't never see an outlaw
Drive a family from their home",0.6468437006697059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pese 138: E Lou Tama e ua faafetai,pop,Samoan Virtual Christian Choir of Hawai'i,242.0,"(Verse 1)
E lo’u Tama e, Ua Fa’afetai
(Fa’afetai)
Ua sili lou, alofa mai
Ua fai ai a’u ma au tama fai
Ta Fa’amanu ai nei!

(Chorus)
Ua Fa’afetai, Ua Fa’amanu
Ua fai ma Uso Iesu
E ola ai a’u e fa’avavau
(Fa’avavau)
Ta Fa’amanu ai nei

(Verse 2)
Se finagalo ea o ai
Ua fai ai a’u ma tama fai
E le o a’u ua na o oe
Ta fa’amanu ai nei

(Verse 3)
Ta ofo i lenei lelei
Ua e aumai mo ita nei
O a’u sa agamasesei
Ta Fa’amanu ai nei
(Verse 4)
Lenei ua le toe fefe ai
Ae nau Alofa ia te oe
Ma vala’au, E lo’u Tama e
Ta Fa’amanu ai nei",0.48363981023430824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Алмазы Diamonds,pop,Vivicoxy,83.0,"[Куплет 1]
Скучно, банально
Мы встретились случайно
Но как к тебе относится, рица?
Может мне ответит
В центре столицы
Тебе скоро 30 и озорница я
Озорница я (озорница я)

[Куплет 2]
Звезды, звезды, звезды
В серебре, мне
Не надеяться на них
А лишь вдвойне
По весне
Все изменится извне
Однако ровно мне

[Куплет 3]
[?]
Старая картина
Именины 25 раз
Сколько фраз
Но не стразы в глазах
Алмазы в твоих руках
[Аутро]
Алмазы, алмазы
Алмазы, алмазы
В твоих руках
Алмазы",0.4662005826830864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Little Heart,pop,Uriah Heep,109.0,"When I think about it
Does anybody win
Taking for yourself and giving nothing
Now that we're apart
I see it wasn't really love
I can ride down the road
And let my soul run free

You may think it over
But no matter what you say
You're talking to yourself
And getting nowhere
There ain't no second chances
No reason to pretend
I'm gonna ride down the road
And let my soul run free

Now that we've grown apart
It seems so very sad
Why did it turn so bad and I remember
You said that all good things
Must surely end
Never mind all the hearts
That lie broken
I know I'll never make
The same mistake again
I doesn' matter what you say

Now I think about it
We all need a little time
'Cause if we ain't got love
We ain't got nothing
The doors are opened wide
On my one and only life
Gonna ride down the road
And let my soul run free

I know I'll never make
The same mistake again
But I will always be your friend

Now that we've grown apart
It seems so very sad
Why did it turn so bad and I remember
And I remember

Let my soul run free
Let my soul run free
Did I break your perfect little heart",0.15845918585546315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
​iron blossom,pop,jives,6.0,[Instrumental],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La fin du parcours,pop,Jean-Louis Murat,35.0,"Assis sur un banc j'attends un mirage
L'impossible voyage et le tourment me rattrape
Me détraque le grand vent m'attaque
Je sens la beauté m'échapper
Rongé je me sens esquinté
J'ai des visions de prisons brutales
Comme Pilate je sens la mise à sac
C'est la fin du parcours

J'aime errer dans le noir sans espoir
Je suis les orages pour être foudroyé sans impact
J'ai le corps soudain assassin
Compact perdu pour l'attaque
C'est la fin du parcours

Quelque chose m'échappe mes réflexes se détraquent
Contraint je vomis toujours plus loin de la vie
Mais j'ai autant de désir qu'un vampire
Qu'un yack j'ai le désir intact
C'est la fin du parcours
Et l'allure s'appauvrit se singe à l'envie
Le cœur s'affale dans le très banal
L'amplitude s'oublie entre les instants de vie
Puis on trouve normal d'avoir toujours plus mal
C'est la fin du parcours

Les muscles se lassent le sourire se fane
La peau au contact moins vite se rétracte
Le goût se trahit les couleurs s'assombrissent
Les passions se chapardent dans d'étranges histoires

Puis un fossé grandit à la jeunesse on envie
L'irruption brutale du désir animal
Et le corps trahit cheveux dents un souci
Par instants on trouve normal dans le cœur une balle
C'est la fin du parcours

Dans les chansons tout est dit
Trois ou quatre ont suffit
C'était le dernier bal
Bonsoir et bye bye",0.47166640404611826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infestation Freestyle,rap,Daniel Monroe,3.0,"[Intro]
Daniel Monroe!
This is it, motherfuckers
We got part 1, part 2, now part 3?
Hahaha
Those who against me, I'm mad
Alright, fuck it

[Verse]
Here's a little riddle that I stole from the Riddler
As you can tell I don't wanna be the Fiddler
Or I'll be a goof like Adam Sandler
The only difference is that I'm the goof who pulls the trigger
What's got a big beard considered a gay queer
Who bodied the biggest retard of the year
Who also did songs with his own brother that can't even rap either?
Is it WWE's Dolph? Gandalf?
A 55 year old wearing sandals? No
His name's Randolph and oh, is he H to the OMO?
A Samoa Joe eating a sloppy joe?
A schnitzel? Or the short and fat version of Big Show?
Listen, Keemstar 2, your rhymes are cheap like Costco
Battling Monroe will cost you
Your channel's like an account on Yahoo with no one to talk to
Better yet, you look like a post mortem version of Post Malone
While eating a snow cone made in Fresno
Slicing your face off and using it as a pizza topping
Smack you up worse than a game of Hockey
Opening my mouth to release the Swarm like Bruce Almighty
Frightening like Slenderman sightings
The Yellow Jacket's senses are sharp like soccer cleats
Don't start with me
One thing only I know, and that is that I know nothing like I'm Socrates
I cock it and release, to these haters that cater me with hypocrisy
You ain't stopping me, I'm just implementing my way for Hip-Hop in the streets
Judging by your language, I know you're irate
Dropping bombs on you like an air raid
Buzzing in your ear, like it's an earrape
Stomping on your corpse like I'm aerating
A pure taste of rage when I use vocals
Beer kegs full of red honey for the locals
Hearsay don't make me approachable
Especially when I decide to get social
Grind you into powder, this man's roundhouse kicks ain't shit when the stinger's out
Half the day, he plays his games training about
Thinking that he's retired and relaxing on a safe route
Going big with a low life bank account, while becoming the biggest manwhore in town
I'm so proud, he needs to take his canister full of cancer and sit the fuck down
In his little chair that goes 'round and 'round
Saying he's a killer but he's nice as a flower background
Making me lash out my own clout, unleash my inner Chris Brown
But yo, hominization didn't affect us and we still suppress the nation
Loaded up supplies and we demand for world domination from the infestation
[Outro]
Y'all know what it is, man
'22 shit",0.3528691604733467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adios,rap,Danidosss,76.0,"[Intro]
D-D-Danidosss!
*pling*
You've got mail!

[Verse 1]
Ben nog maar 12 nog veel te leren
Maar ben bijna 13 bestanden importeren
Ben die Zwolse-IJsselmuidenaar heb niks te klagen
Zit ook al op die High School, klas overgeslagen
Ik schrijf geschiedenis, doe het goed
Jij weet niet eens wat je mezelf aanmoet
Het maakt niet uit hoe je bent of wat je hoort
Want als je in jezelf gelooft dan weet ik dat je scoort
Als iedereen gaat haten dan gaan we maar praten
Sta op een berg te skiien om me zorgen kwijt te raken
Iedereen kan een liedje gaan schrijven
Maar weinigen kunnen het overdrijven
Ik voel me spongebob want ik ben aziatisch geel
Het ligt er net weer aan welke spellen ik speel
Ga je voor Fortnite? Dat noemen wij een no feit
Want het is shitty. Hoop dat je dat begrijpt
[Chorus]
Adios! Ik zeg Adios tegen iedereen!
Want ik wil hier weg! Ik wil ff naar Spain
En met Spain bedoel ik Spanje
PewDiePie als een bitch lasagne
Adios! Ik zeg Adios tegen iedereen!
Want ik wil hier weg! Ik wil ff naar Spain
En met Spain bedoel ik Spanje
PewDiePie als een bitch lasagne

[Verse 2]
Dus ik wil hier weg in dit Nederland
Zelfs in de zomer noem ik het hier Regenland
Ga is aan de kant! Ik maak je zo van kant
Jij wilt hier zijn en ik in opstand
Je noemt me geen rapper omdat je me nog niet kent
Je ziet alleen Dani en niet van binnen het talent
Ik ben niet zoals die Tik Tok gang
Kom is naar voren en dan shoot ik je zo: ""BENG!''
Niet YouTube famous, en niet Insta famous
Probeer het dan maar in Real Life famous
1983 het is meer 2007
Oh shit, in China een aardbeving het is om te beven
Ik gooi een SO naar mezelf. Want het is werk door mezelf
Zit niet in een duo gooi het niet door de helft
Ik ga wat dingen rappen want ik ben niet origineel
En van die Soundcloud rappers, zijn er veel ste veel
Nintendo Fan hier in de basement
Straks als je er geweest bent
[Chorus]
Adios! Ik zeg Adios tegen iedereen!
Want ik wil hier weg! Ik wil ff naar Spain
En met Spain bedoel ik Spanje
PewDiePie als een bitch lasagne
Adios! Ik zeg Adios tegen iedereen!
Want ik wil hier weg! Ik wil ff naar Spain
En met Spain bedoel ik Spanje
PewDiePie als een bitch lasagne

[Verse 3]
Ben een sneaky man, want ik doe alles stiekem
Hou niet zo van die Romeinen hou het maar op Grieken
Hans en Grietje waren de weg kwijt
Toen kwam de boze heks en toen hadden ze spijt
Hun vielen dus ook voor verleiding
Audiografisch gezien is dat niet mijn ding
Ben dus nu ook een artiest
Leuk, dat je mijn muziek kiest
Eigenlijk meer, waarom luister je dit?

[Chorus]
Adios! Ik zeg Adios tegen iedereen!
Want ik wil hier weg! Ik wil ff naar Spain
En met Spain bedoel ik Spanje
PewDiePie als een bitch lasagne
Adios! Ik zeg Adios tegen iedereen!
Want ik wil hier weg! Ik wil ff naar Spain
En met Spain bedoel ik Spanje
PewDiePie als een bitch lasagne
[Outro]
*kuch kuch snuif*
Wat doe ik eigenlijk? Haha!",0.1610920587554574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Didnt Expect,pop,Billy Crawford,23.0,"I was your man, you were my girl
Would have given anything to you in this world
So why is it lately you've been acting cold to me
You don't want to talk to me
You don't like my touch
So tell me why would you do this
Girl i told you so
I'da won't ya go
Look how it ends
We can't even be friends

(chorus)
When you cheat when you lie when you kiss me goodbye
You didn't expect that i would find out
When it's late when you say you where at your friends house
You didn't expect that i would find out
So many little things keep on adding up
Girl i've had enough pretending that i'm blind
Two way blowing up way past 12 o'clock
Let me tell you what
It's about that time
And yesterday i followed you baby
I know where you've been
I saw you with him
Look how it ends
We can't even be friends
Chorus(3x)
When you cheat when you lie when you kiss me goodbye
But i know where you've been
Cause i saw you with him
When you cheat when you lie when you kiss me goodbye
But i know where you've been
Cause i saw you with him
Chorus(2x)",0.5634655226022005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Want To,rock,The Right Offs,3.0,"[Verse 1]
I got a secret vocabulary
I use in times of feed
I've got a problem, today it don't work right
The satellite's now the suns
My confidence nonsense
Don't let me drop this
Whatever is in my head

[Chorus]
You never want to
You're gonna want to
Get down

[Verse 2]
I know this habit's waitin' to stake me
To hell to break the ground
I mistake faces for all the cages
That's real and now there's force
Fatal [? 1:04] instinct, oh, what do you think?
I think I fell, paid for the lamb [? 1:10]
[Chorus]
You never want to
You're gonna want to
Get down

[Bridge]
Basic in [? 1:24] karma
Is writing this song, yeah
This will dessimate, yeah
Devil and you told me
We'll get the latest picture
I don't like heresy
Neither do you
Oh

[Chorus]
You never want to
You're really gonna want to
Get down

[Outro]
Whoa, oh
Whoa, oh
Whoa",0.07938571693375707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Im Going Home,rock,Gene Vincent,8.0,"Well I'm going home to see my baby
Yeah I'm going home to see my gal
Well don't you know she really loves me
Ah don't you know she really cares

Yeah I'm going home to see my baby
Well I'm going home to see my gal
Ah don't you know she really loves me
Yeah I'm going home to see my gal

She's there to love me every night
Don't you know she treats me right
Yeah, she's alright, Yeah

She's there to love me all the time
Don't you know I'm glad shе's mine",0.7324082180857658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO CRAP,rap,Kharon,10.0,"[Verse 1]
I complete it with no cheat codes
Time to shoot we doing free throws
This beat nasty, rappers crappy
Backs is snapping, it's happening, I can't even fathom the sadness
Of these rappers capping
Lyrics wrote by a criminal, none of these rappers
Speaking syllables, all they doing is preforming
Rituals, this is dumb

[Verse 2]
You know I'm always coming through
I'm a real fighter, no kung fu
No panda, no Japan bruh, Imma
Cancel all these randoms
All of these rappers ain't listening ay
This is my time and this is my day
This is my lyrics and this is my way
I don't care what you suckas say
Feeding lyrics on a villainous tray
Wooh! I'm on the move, you
Know what I do!
Wooh! I'm in the mood, ready
To come at you!
[Outro]
Ayy, ayy, ayy
(chuckle)",0.3978904839605093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
